# main 53679a8
# go1.27.1 darwin/arm64, recorded 2026-09-04T16:02Z
# go test -run='^$' -bench=. -benchmem -benchtime=100ms -count=6
goos: darwin
goarch: arm64
pkg: github.com/joshmedeski/sesh/v2/lister
cpu: Apple M4 Max
BenchmarkFindTmuxSessionByBase/n=100-16                        	   84452	      1359 ns/op	    3571 B/op	      42 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	    9226	     15189 ns/op	   34690 B/op	     321 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	   10000	     12882 ns/op	   34690 B/op	     321 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	    9752	     12712 ns/op	   34690 B/op	     321 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	    9699	     12837 ns/op	   34690 B/op	     321 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	    9847	     13294 ns/op	   34690 B/op	     321 allocs/op
BenchmarkFindTmuxSessionByBase/n=1000-16                       	   10000	     13000 ns/op	   34689 B/op	     321 allocs/op
PASS
ok  	github.com/joshmedeski/sesh/v2/lister	26.693s
goos: darwin
goarch: arm64
pkg: github.com/joshmedeski/sesh/v2/picker
cpu: Apple M4 Max
BenchmarkKeystroke/n=10-16          	    3771	     31289 ns/op	   20040 B/op	     180 allocs/op
BenchmarkKeystroke/n=10-16          	    3604	     34840 ns/op	   20039 B/op	     180 allocs/op
BenchmarkKeystroke/n=10-16          	    4359	     30146 ns/op	   20040 B/op	     180 allocs/op
BenchmarkKeystroke/n=10-16          	    3441	     34736 ns/op	   20039 B/op	     180 allocs/op
BenchmarkKeystroke/n=10-16          	    4249	     29593 ns/op	   20041 B/op	     180 allocs/op
BenchmarkKeystroke/n=10-16          	    4300	     29200 ns/op	   20039 B/op	     180 allocs/op
BenchmarkKeystroke/n=100-16         	    1140	    107855 ns/op	   81163 B/op	     635 allocs/op
BenchmarkKeystroke/n=100-16         	     892	    125538 ns/op	   81160 B/op	     635 allocs/op
BenchmarkKeystroke/n=100-16         	     979	    124494 ns/op	   81161 B/op	     635 allocs/op
BenchmarkKeystroke/n=100-16         	    1116	    106217 ns/op	   81158 B/op	     635 allocs/op
BenchmarkKeystroke/n=100-16         	     982	    125031 ns/op	   81160 B/op	     635 allocs/op
BenchmarkKeystroke/n=100-16         	     944	    125629 ns/op	   81164 B/op	     635 allocs/op
BenchmarkKeystroke/n=1000-16        	     396	    300024 ns/op	  512550 B/op	    1420 allocs/op
BenchmarkKeystroke/n=1000-16        	     398	    302330 ns/op	  512556 B/op	    1420 allocs/op
BenchmarkKeystroke/n=1000-16        	     396	    304750 ns/op	  512565 B/op	    1420 allocs/op
